Machine Serial,Volume,Drawing P/N,E.C.,Page,Run,Machine,Frame,Gate,Panel,Row,Column,Double Card Height,Card Type,Card P/N,MF 1 Feature Code,Crossed Out,Sheet,Sheet Coordinate,Ignore,Special EC,,Bottom Note?,Notes
Kornylak-2010,II,5327096,253905,11.04.04.0,8842,1411,C,C,3,A,01,,CABL,,,,11.04.04.3,5A,,,,,
,,,,,,,,,,B,01,,CABL,,,,11.04.04.3,4B,,,,,
,,,,,,,,,,C,01,,9043,,,,12.65.01.1,4F,,,,,Resistor 2.4.K found using sheet
,,,,,,,,,,C,01,,9043,,,,14.71.30.1,4I,,,,,Resistor 2.4.K found using sheet
,,,,,,,,,,D,01,,CABL,,,,11.04.04.3,4C,,,,,
,,,,,,,,,,E,01,,CABL,,,,11.04.04.3,1C,,,,,
,,,,,,,,,,F,01,,CONN,,,,11.04.04.3,3D,,,,,
,,,,,,,,,,G,01,,CONN,,,,11.04.04.3,5E,,,,,
,,,,,,,,,,H,01,,EMPTY,,,X,,,,,,,
,,,,,,,,,,J,01,,DEV,0370214,,,15.60.07.1,3D,,,,,Identified Using Sheet
,,,,,,,,,,J,01,,DEV,0370214,,,15.60.08.1,4C,,,,,Identified Using Sheet
,,,,,,,,,,J,01,,DEV,0370214,,,15.60.08.1,2C,,,,,Identified Using Sheet
,,,,,,,,,,J,01,,DEV,0370214,,,15.60.08.1,4D,,,,,Identified Using Sheet
,,,,,,,,,,J,01,,DEV,0370214,,,15.60.34.1,5B,,,,,Identified Using Sheet
,,,,,,,,,,J,01,,DEV,0370214,,,15.60.34.1,3C,,,,,Identified Using Sheet
,,,,,,,,,,J,01,,DEV,0370214,,,15.60.34.1,5D,,,,,Identified Using Sheet
,,,,,,,,,,K,01,,DFZ,0370241,M0,,15.60.07.1,5C,,,,2 3 4,Feature code hard to read
,,,,,,,,,,A,02,,CABL,,,,11.04.04.3,4A,,,,,
,,,,,,,,,,B,02,,DND,0372127,,,16.11.01.1,4H,,,,,
,,,,,,,,,,B,02,,DND,0372127,,,16.11.03.1,4C,,,,,
,,,,,,,,,,B,02,,DND,0372127,,,16.11.03.1,4E,,,,,
,,,,,,,,,,C,02,,DFS,0370234,,,15.30.02.1,5E,,,,6,Identified Using Sheet
,,,,,,,,,,C,02,,DFS,0370234,,,15.30.03.1,5E,,,,6,Identified Using Sheet
,,,,,,,,,,C,02,,DFS,0370234,,,15.30.04.1,5E,,,,6,Identified Using Sheet
,,,,,,,,,,C,02,,DFS,0370234,,,15.30.05.1,5E,,,,6,Identified Using Sheet
,,,,,,,,,,C,02,,DFS,0370234,,,15.50.04.1,,X,253453,,6,NOT PRESENT ON SHEET
,,,,,,,,,,D,02,,DES,0370202,,,15.39.01.1,5B,,,,,Identified Using Sheet
,,,,,,,,,,D,02,,DES,0370202,,,15.39.01.1,4B,,,,,Identified Using Sheet
,,,,,,,,,,D,02,,DES,0370202,,,15.39.01.1,5C,,,,,Identified Using Sheet
,,,,,,,,,,D,02,,DES,0370202,,,15.39.01.1,5E,,,,,Identified Using Sheet
,,,,,,,,,,D,02,,DES,0370202,,,15.60.06.1,4D,,,,,Identified Using Sheet
,,,,,,,,,,E,02,,EMPTY,,,X,,,,,,,
,,,,,,,,,,F,02,,YLK,0372262,,,15.49.05.1,5C,,,,,Identified Using Sheet
,,,,,,,,,,F,02,,YLK,0372262,,,15.49.05.1,5D,,,,,Identified Using Sheet
,,,,,,,,,,F,02,,YLK,0372262,,,15.49.05.1,5E,,,,,Identified Using Sheet
,,,,,,,,,,F,02,,YLK,0372262,,,15.49.05.1,5I,,,,,Identified Using Sheet
,,,,,,,,,,F,02,,YLK,0372262,,,15.50.10.1,5B,,,,,Identified Using Sheet
,,,,,,,,,,F,02,,YLK,0372262,,,15.50.10.1,5F,,,,,Identified Using Sheet
,,,,,,,,,,G,02,,DMS,0370893,,,15.50.01.1,5A,,,,,
,,,,,,,,,,G,02,,DMS,0370893,,,15.50.01.1,5B,,,,,
,,,,,,,,,,G,02,,DMS,0370893,,,15.50.01.1,5E,,,,,
,,,,,,,,,,G,02,,DMS,0370893,,,15.50.01.1,5F,,,,,
,,,,,,,,,,H,02,,DEA,0371941,,,15.39.07.1,2A,,,,,Identified Using Sheet
,,,,,,,,,,H,02,,DEA,0371941,,,15.39.08.1,2A,,,,,Identified Using Sheet
,,,,,,,,,,H,02,,DEA,0371941,,,15.50.07.1,,X,253453,,,NOT PRESENT ON SHEET
,,,,,,,,,,H,02,,DEA,0371941,,,15.50.07.1,,X,253453,,,NOT PRESENT ON SHEET
,,,,,,,,,,H,02,,DEA,0371941,,,15.50.08.1,,X,253453,,,NOT PRESENT ON SHEET
,,,,,,,,,,H,02,,DEA,0371941,,,15.50.08.1,,X,253453,,,NOT PRESENT ON SHEET
,,,,,,,,,,J,02,,DEW,0370211,,,15.60.01.1,1B,,,,,Identified Using Sheet
,,,,,,,,,,J,02,,DEW,0370211,,,15.60.01.1,4D,,,,,Identified Using Sheet
,,,,,,,,,,J,02,,DEW,0370211,,,15.60.02.1,4D,,,,,Identified Using Sheet
,,,,,,,,,,J,02,,DEW,0370211,,,15.60.03.1,4D,,,,,Identified Using Sheet
,,,,,,,,,,J,02,,DEW,0370211,,,15.60.04.1,4D,,,,,Identified Using Sheet
,,,,,,,,,,J,02,,DEW,0370211,,,15.60.05.1,4D,,,,,Identified Using Sheet
,,,,,,,,,,K,02,,DGA,0370242,,,15.60.01.1,2H,,,,,
,,,,,,,,,,K,02,,DGA,0370242,,,15.60.02.1,2H,,,,,
,,,,,,,,,,K,02,,DGA,0370242,,,15.60.03.1,2H,,,,,
,,,,,,,,,,K,02,,DGA,0370242,,,15.60.04.1,2H,,,,,
,,,,,,,,,,A,03,,CONN,,,,11.04.04.3,3A,,,,,
,,,,,,,,,,B,03,,DMR,0370892,,,16.11.03.1,4G,,,,,
,,,,,,,,,,B,03,,DMR,0370892,,,16.11.04.1,4C,,,,,
,,,,,,,,,,B,03,,DMR,0370892,,,16.12.04.1,4E,,,,,
,,,,,,,,,,C,03,,DFJ,0370232,,,15.30.01.1,5F,,,,9,Identified Using Sheet
,,,,,,,,,,C,03,,DFJ,0370232,,,15.30.02.1,5F,,,,9,Identified Using Sheet
,,,,,,,,,,C,03,,DFJ,0370232,,,15.30.03.1,5F,,,,9,Identified Using Sheet
,,,,,,,,,,C,03,,DFJ,0370232,,,15.30.04.1,5F,,,,9,Identified Using Sheet
,,,,,,,,,,C,03,,DFJ,0370232,,,15.30.05.1,5F,,,,9,Identified Using Sheet
,,,,,,,,,,C,03,,DFJ,0370232,,,15.30.06.1,5F,,,,9,Identified Using Sheet
,,,,,,,,,,C,03,,DFJ,0370232,,,15.30.07.1,5F,,,,9,Identified Using Sheet
,,,,,,,,,,C,03,,DFJ,0370232,,,15.30.08.1,5G,,,,9,Identified Using Sheet
,,,,,,,,,,D,03,,DEW,0370211,,,15.30.01.1,5E,,,,,Identified Using Sheet
,,,,,,,,,,D,03,,DEW,0370211,,,15.39.01.1,5D,,,,,Identified Using Sheet
,,,,,,,,,,D,03,,DEW,0370211,,,15.39.02.1,5D,,,,,Identified Using Sheet
,,,,,,,,,,D,03,,DEW,0370211,,,15.39.03.1,5D,,,,,Identified Using Sheet
,,,,,,,,,,D,03,,DEW,0370211,,,15.39.04.1,5D,,,,,Identified Using Sheet
,,,,,,,,,,D,03,,DEW,0370211,,,15.39.07.1,4C,,,,,Identified Using Sheet
,,,,,,,,,,E,03,,YLF,0372293,,,15.41.10.1,3E,,,,,
,,,,,,,,,,E,03,,YLF,0372293,,,15.41.10.1,4A,,,,,
,,,,,,,,,,E,03,,YLF,0372293,,,15.50.01.1,4G,,,,,
,,,,,,,,,,F,03,,YLK,0372262,,,15.49.05.1,5A,,,,,Identified using Sheet
,,,,,,,,,,F,03,,YLK,0372262,,,15.49.05.1,5B,,,,,Identified using Sheet
,,,,,,,,,,F,03,,YLK,0372262,,,15.49.05.1,2B,,,,,Identified using Sheet
,,,,,,,,,,F,03,,YLK,0372262,,,15.49.05.1,2F,,,,,Identified using Sheet
,,,,,,,,,,F,03,,YLK,0372262,,,15.49.06.1,4E,,,,,Identified using Sheet
,,,,,,,,,,F,03,,YLK,0372262,,,15.49.06.1,5F,,,,,Identified using Sheet
,,,,,,,,,,G,03,,DMS,0370893,,,15.50.02.1,5A,,,,,
,,,,,,,,,,G,03,,DMS,0370893,,,15.50.02.1,5B,,,,,
,,,,,,,,,,G,03,,DMS,0370893,,,15.50.02.1,5E,,,,,
,,,,,,,,,,G,03,,DMS,0370893,,,15.50.02.1,5F,,,,,
,,,,,,,,,,H,03,,EMPTY,,,X,,,,,,,
,,,,,,,,,,J,03,,TAU,0370129,,,15.50.01.1,5C,,,,,
,,,,,,,,,,J,03,,TAU,0370129,,,15.60.01.1,2D,,,,,
,,,,,,,,,,J,03,,TAU,0370129,,,15.60.02.1,2D,,,,,
,,,,,,,,,,J,03,,TAU,0370129,,,15.60.03.1,2D,,,,,
,,,,,,,,,,K,03,,DGA,0370242,F1,X,15.60.01.1,2G,,,,,
,,,,,,,,,,K,03,,DGA,0370242,F1,X,15.60.02.1,2G,,,,,Hard to read coordinate under X
,,,,,,,,,,K,03,,DGA,0370242,F1,X,15.60.03.1,2G,,,,,
,,,,,,,,,,K,03,,DGA,0370242,F1,X,15.60.04.1,2G,,,,,
,,,,,,,,,,A,04,,CONN,,,,11.04.04.3,2A,,,,,Hard to read coordinate
,,,,,,,,,,B,04,,DPH,0372109,,,16.11.04.1,4E,,,,,
,,,,,,,,,,B,04,,DPH,0372109,,,16.11.05.1,4F,,,,,
,,,,,,,,,,B,04,,DPH,0372109,,,16.12.03.1,4G,,,,,
,,,,,,,,,,C,04,,AEK,0370215,,,15.30.01.1,3E,,,,,Identified using Sheet
,,,,,,,,,,C,04,,AEK,0370215,,,15.30.01.1,3F,,,,,Identified using Sheet
,,,,,,,,,,C,04,,AEK,0370215,,,15.30.02.1,3E,,,,,Identified using Sheet
,,,,,,,,,,C,04,,AEK,0370215,,,15.30.02.1,3F,,,,,Identified using Sheet
,,,,,,,,,,C,04,,AEK,0370215,,,15.30.03.1,3E,,,,,Identified using Sheet
,,,,,,,,,,C,04,,AEK,0370215,,,15.30.03.1,3F,,,,,Identified using Sheet
,,,,,,,,,,D,04,,DEW,0370211,L2,,15.39.01.1,5H,,,,6,Identified using Sheet
,,,,,,,,,,D,04,,DEW,0370211,L2,,15.39.02.1,5H,,,,6,Identified using Sheet
,,,,,,,,,,D,04,,DEW,0370211,L2,,15.39.03.1,5H,,,,6,Identified using Sheet
,,,,,,,,,,D,04,,DEW,0370211,L2,,15.39.04.1,5H,,,,6,Identified using Sheet
,,,,,,,,,,D,04,,DEW,0370211,L2,,15.39.05.1,5G,,,,6,Identified using Sheet
,,,,,,,,,,E,04,,DHQ,0370503,,,15.50.01.1,2E,,,,,
,,,,,,,,,,E,04,,DHQ,0370503,,,15.50.02.1,1B,,,,,
,,,,,,,,,,E,04,,DHQ,0370503,,,15.50.03.1,1B,,,,,
,,,,,,,,,,E,04,,DHQ,0370503,,,15.50.04.1,1B,,,,,
,,,,,,,,,,F,04,,YLK,0372262,,,15.49.01.1,1G,,,,,Identified using Sheet
,,,,,,,,,,F,04,,YLK,0372262,,,15.49.01.1,1H,,,,,Identified using Sheet
,,,,,,,,,,F,04,,YLK,0372262,,,15.49.01.1,3C,,,,,Identified using Sheet
,,,,,,,,,,F,04,,YLK,0372262,,,15.49.02.1,1D,,,,,Identified using Sheet
,,,,,,,,,,F,04,,YLK,0372262,,,15.49.02.1,2G,,,,,Identified using Sheet
,,,,,,,,,,F,04,,YLK,0372262,,,15.49.04.1,2B,,,,,Identified using Sheet
,,,,,,,,,,G,04,,DMS,0370893,,,15.50.03.1,5A,,,,,
,,,,,,,,,,G,04,,DMS,0370893,,,15.50.03.1,5B,,,,,
,,,,,,,,,,G,04,,DMS,0370893,,,15.50.03.1,5E,,,,,
,,,,,,,,,,G,04,,DMS,0370893,,,15.50.03.1,5F,,,,,
,,,,,,,,,,H,04,,TAU,0370129,,,15.41.01.1,4C,,,,5,
,,,,,,,,,,H,04,,TAU,0370129,,,15.41.11.1,3D,,,,5,
,,,,,,,,,,H,04,,TAU,0370129,,,15.41.11.1,4F,,,,5,
,,,,,,,,,,H,04,,TAU,0370129,,,15.41.11.1,5B,,,,5,
,,,,,,,,,,J,04,,DEA,0371941,,,15.50.01.1,2G,,,,,"Identified using Sheet, but on sheet gate is 11C3G04"
,,,,,,,,,,J,04,,DEA,0371941,,,15.50.02.1,2G,,,,,"Identified using Sheet, but on sheet gate is 11C3G04"
,,,,,,,,,,J,04,,DEA,0371941,,,15.50.03.1,2H,,,,,"Identified using Sheet, but on sheet gate is 11C3G04"
,,,,,,,,,,J,04,,DEA,0371941,,,15.50.04.1,2H,,,,,"Identified using Sheet, but on sheet gate is 11C3G04"
,,,,,,,,,,J,04,,DEA,0371941,,,15.50.05.1,2F,,,,,"Identified using Sheet, but on sheet gate is 11C3G04"
,,,,,,,,,,J,04,,DEA,0371941,,,15.50.06.1,2H,,,,,"Identified using Sheet, but on sheet gate is 11C3G04"
,,,,,,,,,,K,04,,DGA,0370242,B1,,15.60.01.1,2F,,,,,
,,,,,,,,,,K,04,,DGA,0370242,B1,,15.60.02.1,2F,,,,,
,,,,,,,,,,K,04,,DGA,0370242,B1,,15.60.03.1,2F,,,,,
,,,,,,,,,,K,04,,DGA,0370242,B1,,15.60.04.1,2F,,,,,
,,,,,,,,,,A,05,,DFS,0370234,,,15.50.01.1,,X,253453,,6 7 8,NOT PRESENT ON SHEET
,,,,,,,,,,A,05,,DFS,0370234,,,15.50.04.1,,X,253453,,6 7 8,NOT PRESENT ON SHEET
,,,,,,,,,,A,05,,DFS,0370234,,,15.50.05.1,,X,253453,,6 7 8,NOT PRESENT ON SHEET
,,,,,,,,,,A,05,,DFS,0370234,,,15.50.06.1,,X,253453,,6 7 8,NOT PRESENT ON SHEET
,,,,,,,,,,A,05,,DFS,0370234,,,15.50.08.1,,X,253453,,6 7 8,NOT PRESENT ON SHEET
,,,,,,,,,,B,05,,DMP,0370891,,,16.11.05.1,4B,,,,,
,,,,,,,,,,B,05,,DMP,0370891,,,16.11.06.1,4G,,,,,
,,,,,,,,,,B,05,,DMP,0370891,,,16.12.03.1,4C,,,,,
,,,,,,,,,,C,05,,DHQ,0370503,,,15.30.01.1,3B,,,,,Identified Using Sheet
,,,,,,,,,,C,05,,DHQ,0370503,,,15.30.01.1,3C,,,,,Identified Using Sheet
,,,,,,,,,,C,05,,DHQ,0370503,,,15.30.02.1,3B,,,,,Identified Using Sheet
,,,,,,,,,,C,05,,DHQ,0370503,,,15.30.02.1,3C,,,,,Identified Using Sheet
,,,,,,,,,,C,05,,DHQ,0370503,,,15.30.03.1,3B,,,,,Identified Using Sheet
,,,,,,,,,,C,05,,DHQ,0370503,,,15.30.03.1,3C,,,,,Identified Using Sheet
,,,,,,,,,,C,05,,DHQ,0370503,,,15.50.08.1,,X,253453,,,NOT PRESENT ON SHEET
,,,,,,,,,,D,05,,DEW,0370211,,,15.39.01.1,5G,,,,,Identified Using Sheet
,,,,,,,,,,D,05,,DEW,0370211,,,15.39.02.1,5G,,,,,Identified Using Sheet
,,,,,,,,,,D,05,,DEW,0370211,,,15.39.03.1,5G,,,,,Identified Using Sheet
,,,,,,,,,,D,05,,DEW,0370211,,,15.39.04.1,5G,,,,,Identified Using Sheet
,,,,,,,,,,D,05,,DEW,0370211,,,15.39.05.1,5F,,,,,Identified Using Sheet
,,,,,,,,,,D,05,,DEW,0370211,,,15.41.11.1,2A,,,,,Identified Using Sheet
,,,,,,,,,,E,05,,YLE,0372288,,,15.50.07.1,,X,253453,,,NOT PRESENT ON SHEET
,,,,,,,,,,E,05,,YLE,0372288,,,15.50.07.1,,X,253453,,,NOT PRESENT ON SHEET
,,,,,,,,,,E,05,,YLE,0372288,,,15.50.08.1,,X,253453,,,NOT PRESENT ON SHEET
,,,,,,,,,,E,05,,YLE,0372288,,,15.50.09.1,1C,,,,,Identified Using Sheet
,,,,,,,,,,E,05,,YLE,0372288,,,15.50.09.1,2I,,,,,Identified Using Sheet
,,,,,,,,,,E,05,,YLE,0372288,,,15.50.10.1,1F,,,,,Identified Using Sheet
,,,,,,,,,,E,05,,YLE,0372288,,,16.16.01.1,5E,,,,,Identified Using Sheet
,,,,,,,,,,F,05,,YLK,0372262,Z0,,15.49.01.1,4E,,,,,
,,,,,,,,,,F,05,,YLK,0372262,Z0,,15.49.05.1,3H,,,,,
,,,,,,,,,,F,05,,YLK,0372262,Z0,,15.49.05.1,5H,,,,,
,,,,,,,,,,G,05,,DMS,0370893,,,15.50.04.1,5A,,,,,
,,,,,,,,,,G,05,,DMS,0370893,,,15.50.04.1,5B,,,,,
,,,,,,,,,,G,05,,DMS,0370893,,,15.50.04.1,5E,,,,,
,,,,,,,,,,G,05,,DMS,0370893,,,15.50.04.1,5F,,,,,
,,,,,,,,,,H,05,,DFA,0370224,,,15.41.11.1,1G,,,,1 2,
,,,,,,,,,,H,05,,DFA,0370224,,,15.41.11.1,1H,,,,1 2,
,,,,,,,,,,H,05,,DFA,0370224,,,15.41.11.1,2G,,,,1 2,
,,,,,,,,,,H,05,,DFA,0370224,,,15.41.11.1,3G,,,,1 2,
,,,,,,,,,,J,05,,TAU,0370129,,,15.50.04.1,5C,,,,,
,,,,,,,,,,J,05,,TAU,0370129,,,15.50.04.1,5G,,,,,
,,,,,,,,,,J,05,,TAU,0370129,,,15.50.05.1,5B,,,,,
,,,,,,,,,,J,05,,TAU,0370129,,,15.50.05.1,5F,,,,,
,,,,,,,,,,K,05,,DGA,0370242,M0,,15.60.01.1,2E,,,,,
,,,,,,,,,,K,05,,DGA,0370242,M0,,15.60.02.1,2E,,,,,
,,,,,,,,,,K,05,,DGA,0370242,M0,,15.60.03.1,2E,,,,,
,,,,,,,,,,K,05,,DGA,0370242,M0,,15.60.04.1,2E,,,,,
,,,,,,,,,,A,06,,DFK,0370231,,,14.18.21.1,2C,,,,,Identified using Sheet
,,,,,,,,,,A,06,,DFK,0370231,,,15.41.07.1,2C,,,,,Identified using Sheet
,,,,,,,,,,A,06,,DFK,0370231,,,15.41.10.1,2A,,,,,Identified using Sheet
,,,,,,,,,,A,06,,DFK,0370231,,,15.41.12.1,1D,,,,,Identified using Sheet
,,,,,,,,,,A,06,,DFK,0370231,,,15.50.08.1,,X,253453,,,Not Present On Sheet
,,,,,,,,,,A,06,,DFK,0370231,,,15.60.09.1,3B,,,,,Identified using Sheet
,,,,,,,,,,B,06,,DND,0372127,,,16.11.02.1,4G,,,,,
,,,,,,,,,,B,06,,DND,0372127,,,16.11.05.1,4D,,,,,
,,,,,,,,,,B,06,,DND,0372127,,,16.11.06.1,4B,,,,,
,,,,,,,,,,C,06,,DEA,0371941,,,15.30.01.1,3A,,,,,Identified Using Sheet
,,,,,,,,,,C,06,,DEA,0371941,,,15.30.02.1,3A,,,,,Identified Using Sheet
,,,,,,,,,,C,06,,DEA,0371941,,,15.30.03.1,3A,,,,,Identified Using Sheet
,,,,,,,,,,C,06,,DEA,0371941,,,15.30.04.1,3A,,,,,Identified Using Sheet
,,,,,,,,,,C,06,,DEA,0371941,,,15.30.05.1,3A,,,,,Identified Using Sheet
,,,,,,,,,,C,06,,DEA,0371941,,,15.30.06.1,3A,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEW,0370211,,,15.39.01.1,5F,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEW,0370211,,,15.39.02.1,5F,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEW,0370211,,,15.39.03.1,5F,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEW,0370211,,,15.39.04.1,5F,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEW,0370211,,,15.39.05.1,5E,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEW,0370211,,,15.60.01.1,1D,,,,,Identified Using Sheet
,,,,,,,,,,E,06,,YLE,0372288,,,15.41.07.1,3A,,,,,Identified Using Sheet
,,,,,,,,,,E,06,,YLE,0372288,,,15.41.07.1,3C,,,,,Identified Using Sheet
,,,,,,,,,,E,06,,YLE,0372288,,,15.49.05.1,1D,,,,,Identified Using Sheet
,,,,,,,,,,E,06,,YLE,0372288,,,15.50.01.1,,X,253453,,,Not Present on Sheet
,,,,,,,,,,E,06,,YLE,0372288,,,15.50.02.1,,X,253453,,,Not Present on Sheet
,,,,,,,,,,E,06,,YLE,0372288,,,15.50.04.1,,X,253453,,,Not Present on Sheet (Gate on sheet is DEU)
,,,,,,,,,,E,06,,YLE,0372288,,,16.16.01.1,4E,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,YLK,0372262,,,15.39.01.1,1F,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,YLK,0372262,,,15.39.01.1,1H,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,YLK,0372262,,,15.39.02.1,1F,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,YLK,0372262,,,15.39.02.1,1H,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,YLK,0372262,,,15.39.08.1,1F,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,YLK,0372262,,,15.39.08.1,1H,,,,,Identified Using Sheet
,,,,,,,,,,G,06,,DPV,0372126,,,15.50.05.1,,X,253453,,,Not Present on Sheet
,,,,,,,,,,G,06,,DPV,0372126,,,15.50.05.1,,X,253453,,,Not Present on Sheet
,,,,,,,,,,G,06,,DPV,0372126,,,15.50.08.1,,X,253453,,,Not Present on Sheet
,,,,,,,,,,G,06,,DPV,0372126,,,15.50.08.1,,X,253453,,,Not Present on Sheet
,,,,,,,,,,G,06,,DPV,0372126,,,15.50.08.1,,X,253453,,,Not Present on Sheet
,,,,,,,,,,G,06,,DPV,0372126,,,15.50.08.1,,X,253453,,,Not Present on Sheet
,,,,,,,,,,G,06,,DPV,0372126,,,15.50.08.1,,X,253453,,,Not Present on Sheet
,,,,,,,,,,H,06,,DAX,0370084,,,15.38.01.1,3D,,,,5,
,,,,,,,,,,H,06,,DAX,0370084,,,15.41.11.1,5A,,,,5,
,,,,,,,,,,H,06,,DAX,0370084,,,15.50.02.1,4C,,,,5,
,,,,,,,,,,H,06,,DAX,0370084,,,15.50.03.1,4C,,,,5,
,,,,,,,,,,J,06,,TAU,0370129,,,15.39.08.1,5E,,,,,Could be 5B
,,,,,,,,,,J,06,,TAU,0370129,,,15.50.06.1,5B,,,,,
,,,,,,,,,,J,06,,TAU,0370129,,,15.50.06.1,5E,,,,,
,,,,,,,,,,J,06,,TAU,0370129,,,15.50.09.1,2H,,,,,
,,,,,,,,,,K,06,,DGA,0370242,,,15.60.05.1,2H,,,,4,
,,,,,,,,,,K,06,,DGA,0370242,,,15.60.06.1,2H,,,,4,
,,,,,,,,,,K,06,,DGA,0370242,,,15.62.03.1,5B,,,,4,
,,,,,,,,,,A,07,,DAX,0370084,,,14.18.03.1,5F,,,,,
,,,,,,,,,,A,07,,DAX,0370084,,,15.38.02.1,5B,,,,,
,,,,,,,,,,A,07,,DAX,0370084,,,15.49.01.1,2C,,,,,
,,,,,,,,,,A,07,,DAX,0370084,,,16.17.02.1,3E,,,,,
,,,,,,,,,,B,07,,DND,0372127,,,15.49.05.1,4A,,,,,
,,,,,,,,,,B,07,,DND,0372127,,,16.11.06.1,4D,,,,,
,,,,,,,,,,B,07,,DND,0372127,,,16.12.02.1,4B,,,,,
,,,,,,,,,,C,07,,AEK,0370215,,,15.30.04.1,3E,,,,,Identified using Sheet
,,,,,,,,,,C,07,,AEK,0370215,,,15.30.04.1,3F,,,,,Identified using Sheet
,,,,,,,,,,C,07,,AEK,0370215,,,15.30.05.1,3E,,,,,Identified using Sheet
,,,,,,,,,,C,07,,AEK,0370215,,,15.30.05.1,3F,,,,,Identified using Sheet
,,,,,,,,,,C,07,,AEK,0370215,,,15.30.06.1,3E,,,,,Identified using Sheet
,,,,,,,,,,C,07,,AEK,0370215,,,15.30.06.1,3F,,,,,Identified using Sheet
,,,,,,,,,,D,07,,DAX,0370084,L2,,15.39.01.1,4H,,,,5,
,,,,,,,,,,D,07,,DAX,0370084,L2,,15.39.02.1,4H,,,,5,
,,,,,,,,,,D,07,,DAX,0370084,L2,,15.39.03.1,4H,,,,5,
