Volume Set,Volume,Part Number,E.C.,Card Code,Gate Number,T##,Logic Family,IBM +,IBM -,Logic,Latch,O.C.,Input Lev.,Output Lev.,Defining Pin,A,B,C,D,E,F,G,H,J,K,L,M,N,P,Q,R,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,Name
,,370228,121009,DFP,4,T5,SDTRL,+A,-O,NAND,,,S,,H,,,,,,,,H,,,,,,P,Q,,,,O,,,,,,,,,,
,,370228,121009,DFP,5,T9,SDTRL,I,I,NOT,,,S,,E,,,,,E,,,,,O,,,,,,,,,,,,,,,,,,,
,,370228,121009,DFP,6,T6,SDTRL,+A,-O,NAND,,,S,,A,A,B,C,,,,,,,,,,,,,,,,O,,,,,,,,,,
,,370229,113941,DFM,1,T15,SDTRL,+A,-O,NAND,,,S,,P,,,,,,,,,,,,,,P,Q,R,,O,,,,,,,,,,,SDTRL MUP #1
,,370229,113941,DFM,2,T14,SDTRL,+A,-O,NAND,G5,,S,,,,,,,,,,,,,,,,,,,G1,,,O,"I,O",,,,,,,,
,,370229,113941,DFM,3,T3,SDTRL,+A,-O,NAND,,OC,S,,E,,,,O,E,F,,,,,,,,,,,,,,G4,,,,,,,,,
,,370229,113941,DFM,4,T1,SDTRL,+A,-O,NAND,,,S,,,,,,,,,,,,K,,,,,,,,G2,,,,,,,,,,,
,,370229,113941,DFM,5,T13,SDTRL,+A,-O,NAND,G2,,S,,,,,,,,,,,,,L,,,,,,,"I,O",,,,,,,,,,,
,,370229,113941,DFM,6,T5,SDTRL,+A,-O,NAND,,,S,,B,,B,C,,,,,,,,,,,,,R,,,,,,,,O,,,,,
,,370229,113941,DFM,7,T12,SDTRL,+A,-O,NAND,,OC,S,,G,O,,,,,,G,H,,,,,,,,,,,,,,,,,G9,,,,
,,370229,113941,DFM,8,T7,SDTRL,+A,-O,NAND,G10,,S,,,,,,,,,,,,,,,,,,,,,,,,G6,,,O,"I,O",,,
,,370229,113941,DFM,9,T11,SDTRL,+A,-O,NAND,,,S,,,,,,,,,,,,K,,,,,,,,,,,,,O,G8,,,,,
,,370229,113941,DFM,10,T9,SDTRL,+A,-O,NAND,G8,,S,,,,,,,,,,,,,L,,,,,,,,,,,,,"I,O",,,,,
,,370230,113946,DFL,1,D42,SDTDL,-A,,OR,,,Y,,E,,,,,E,F,,,,,L,,,,,,,O,,,,,,,,,,,SDTDL MUP #2
,,370230,113946,DFL,2,T7,SDTDL,,-O,NAND,,OC,Y,,,,,O,,,,,,,,,,,,,,G1,,G3,G4,G5,,,,,,,,
,,370230,113946,DFL,3,D17,SDTDL,-A,,OR,,,Y,,P,,,,,,,,,,,L,,,P,Q,,,O,,,,,,,,,,,
,,370230,113946,DFL,4,D31,SDTDL,-A,,OR,,,Y,,G,,B,,,,,G,H,,,,,,,,,,O,,,,,,,,,,,
,,370230,113946,DFL,5,D3,SDTDL,-A,,OR,,,Y,,A,A,B,,,,,,,,,,,,,,R,,O,,,,,,,,,,,
,,370231,119304,DFK,1,T4,SDTRL,DE,DE,EQUAL,,,S,,G,,,,,,,G,,,,O,,,,,,,,,,,,,,,,,,SDTRL-DRIVER LOW POWER NON-INVERTING
,,370231,119304,DFK,2,T3,SDTRL,DE,DE,EQUAL,,,S,,H,,O,,,,,,H,,,,,,,,,,,,,,,,,,,,,
,,370231,119304,DFK,3,T2,SDTRL,DE,DE,EQUAL,,,S,,R,O,,,,,,,,,,,,,,,R,,,,,,,,,,,,,
,,370231,119304,DFK,4,T7,SDTRL,DE,DE,EQUAL,,,S,,D,,,O,D,,,,,,,,,,,,,,,,,,,,,,,,,
,,370231,119304,DFK,5,T7,SDTRL,DE,DE,EQUAL,,,S,,E,,,,,E,,,,,,,,,,O,,,,,,,,,,,,,,
,,370231,119304,DFK,6,T7,SDTRL,DE,DE,EQUAL,,,S,,F,,,,,,F,,,,O,,,,,,,,,,,,,,,,,,,
,,370232,117824,DFJ,1,R39,,L,L,1.6K Ohm,,,,,A,O,,,,,,,,,,,-12,,,,,,,,,,,,,,,,,TDL & TRL LOAD CARD
,,370232,117824,DFJ,2,R31,,L,L,1.6K Ohm,,,,,G,,,,,,,O,,,,,-12,,,,,,,,,,,,,,,,,
,,370232,117824,DFJ,3,R41,,L,L,1.6K Ohm,,,,,B,,O,,,,,,,,,,-12,,,,,,,,,,,,,,,,,
,,370232,117824,DFJ,4,R29,,L,L,1.6K Ohm,,,,,H,,,,,,,,O,,,,-12,,,,,,,,,,,,,,,,,
,,370232,117824,DFJ,5,R43,,L,L,1.6K Ohm,,,,,C,,,O,,,,,,,,,-12,,,,,,,,,,,,,,,,,
,,370232,117824,DFJ,6,R17,,L,L,1.6K Ohm,,,,,L,,,,,,,,,,,O,-12,,,,,,,,,,,,,,,,,
,,370232,117824,DFJ,7,R37,,L,L,1.6K Ohm,,,,,D,,,,O,,,,,,,,-12,,,,,,,,,,,,,,,,,
,,370232,117824,DFJ,8,R11,,L,L,1.6K Ohm,,,,,P,,,,,,,,,,,,-12,,O,,,,,,,,,,,,,,,
,,370232,117824,DFJ,9,R35,,L,L,1.6K Ohm,,,,,E,,,,,O,,,,,,,-12,,,,,,,,,,,,,,,,,
,,370232,117824,DFJ,10,R13,,L,L,1.6K Ohm,,,,,Q,,,,,,,,,,,,-12,,,O,,,,,,,,,,,,,,
,,370232,117824,DFJ,11,R33,,L,L,1.6K Ohm,,,,,F,,,,,,O,,,,,,-12,,,,,,,,,,,,,,,,,
,,370232,117824,DFJ,12,R15,,L,L,1.6K Ohm,,,,,R,,,,,,,,,,,,-12,,,,O,,,,,,,,,,,,,
,,370234,116019,DFS,1,T1,SDTRL,I,I,NOT,,OC,S,,A,A,,,,,O,,,,,,,,,,,,,,,,,,,,,,,LOW POWER INVERTER
,,370234,116019,DFS,2,R8,SDTRL,L,L,300 Ohm,,,S,,H,,,,,,,,O,,,,-12,,,,,,,,,,,,,,,,,
,,370234,116019,DFS,3,T5,SDTRL,I,I,NOT,,OC,S,,L,,,,,,,,,,,L,,,,,O,,,,,,,,,,,,,
,,370234,116019,DFS,4,R7,SDTRL,L,L,300 Ohm,,,S,,G,,,,,,,O,,,,,-12,,,,,,,,,,,,,,,,,
,,370234,116019,DFS,5,T2,SDTRL,I,I,NOT,,OC,S,,K,,O,,,,,,,,K,,,,,,,,,,,,,,,,,,,
,,370234,116019,DFS,6,R6,SDTRL,L,L,300 Ohm,,,S,,E,,,,,O,,,,,,,-12,,,,,,,,,,,,,,,,,
,,370234,116019,DFS,7,T4,SDTRL,I,I,NOT,,,S,,Q,,,,D,,,,,,,,,,,Q,,,,,,,,,,,,,,
,,370234,116019,DFS,8,T3,SDTRL,I,I,NOT,,,S,,P,,,O,,,,,,,,,,,P,,,,,,,,,,,,,,,
,,370237,116181,DFW,1,T6,SDTRL,D,D,AND,,,S,V,B,,B,C,O,,,,,,,,,,,,,,,,,,,,,,,,,DRIFT Z DRIVER
,,370238,114741,DFV,1,T6,SDTRL,D,D,EQUAL,,,S,V,B,,B,,O,,,,,,,,,,,,,,,,,,,,,,,,,DRIFT X-Y DRIVER
,,370239,114443,DFY,1,T6,SDTRL,GP,GP,NAND,,,S,V,A,A,B,,O,,,,,,,,,,,,,,,,,,,,,,,,,"DRIFT, POWER GATE"
,,370241,116084,DFZ,1,T3,SDTRL,DT,DT,NOT,,,C,S,Q,,O,,,,,,,,,,,,,Q,,,,,,,,,,,,,,SDTRL - SIMPLEX INTERFACE TERMINATOR / GATED
,,370241,116084,DFZ,2,T1,SDTRL,DT,DT,NOT,,,C,S,A,A,,,O,,,,,,,,,,,,,,,,,,,,,,,,,
,,370241,116084,DFZ,3,T6,SDTRL,DT,DT,NOT,,,C,S,E,,,O,,E,,,,,,,,,,,,,,,,,,,,,,,,
,,370241,116084,DFZ,4,T5,SDTRL,DT,DT,NOT,,,C,S,H,,,,,,,,H,,,O,,,,,,,,,,,,,,,,,,
,,370242,116084,DGA,1,T3,SDTRL,DT,DT,NOT,,OC,C,S,Q,,O,,,,,,,,,,,,,Q,,,,,,,,,,,,,,SDTRL - SIMPLEX INTERFACE TERMINATOR / GATED WITHOUT LOADS
,,370242,116084,DGA,2,T1,SDTRL,DT,DT,NOT,,OC,C,S,D,A,,,O,,,,,,,,,,,,,,,,,,,,,,,,,
,,370242,116084,DGA,3,T6,SDTRL,DT,DT,NOT,,OC,C,S,E,,,O,,E,,,,,,,,,,,,,,,,,,,,,,,,
,,370242,116084,DGA,4,T5,SDTRL,DT,DT,NOT,,OC,C,S,H,,,,,,,,H,,,O,,,,,,,,,,,,,,,,,,
,,370244,112418,DGC,1,T2,DELAY,DLY,DLY,150 NS,,,Y,Y,L,O,,,,,,,,,,L,,,,,,,,,,,,,,,,,,SDTDL MEMORY .150 USEC DELAY LINE
,,370245,112418,DGD,1,T2,DELAY,DLY,DLY,280 NS,,,Y,Y,L,O,,,,,,,,,,L,,,,,,,,,,,,,,,,,,SDTDL MEMORY .280 USEC DELAY LINE
,,370246,112418,DGE,1,T2,DELAY,DLY,DLY,425 NS,,,Y,Y,L,O,,,,,,,,,,L,,,,,,,,,,,,,,,,,,SDTDL MEMORY .425 USEC DELAY LINE
,,370248,112418,DGG,1,T2,DELAY,DLY,DLY,1100 NS,,,Y,Y,L,O,,,,,,,,,,L,,,,,,,,,,,,,,,,,,SDTDL MEMORY 1.100 USEC DELAY LINE
,,370249,112418,DGH,1,T2,DELAY,DLY,DLY,1200 NS,,,Y,Y,L,O,,,,,,,,,,L,,,,,,,,,,,,,,,,,,SDTDL MEMORY 1.200 USEC DELAY LINE
,,370250,112418,DGJ,1,T2,DELAY,DLY,DLY,200 NS,,,Y,Y,L,O,,,,,,,,,,L,,,,,,,,,,,,,,,,,,SDTDL MEMORY .200 USEC DELAY LINE
,,370251,115904,DGK,1,T2,DELAY,DLY,DLY,VAR NS,,,Y,Y,L,,O,O,O,O,O,O,,,,L,,,,,,,,,,,,,,,,,,DELAY LINE TAPPED
,,370251,115904,DGK,2,T1,SDTRL,DE,DE,EQUAL,,,,,Q,A,,,,,,,,,,,,,,Q,,,,,,,,,,,,,,
,,370253,119217,DGL,1,T1,SDTDL,-A,+O,NOR,,,Y,Y,A,A,B,C,D,E,F,G,H,,,,,,O,Q,R,,,,,,,,,,,,,1-10 WAY LOGIC BLOCK
,,370255,110163,AET,1,,,CAP,CAP,.047 uf,,,,,B,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,CABLE FILTER CARD
,,370255,110163,AET,2,,,CAP,CAP,.047 uf,,,,,J,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,
,,370255,110163,AET,3,,,CAP,CAP,.047 uf,,,,,C,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
,,370255,110163,AET,4,,,CAP,CAP,.047 uf,,,,,K,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,
,,370255,110163,AET,5,,,CAP,CAP,.047 uf,,,,,D,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,
,,370255,110163,AET,6,,,CAP,CAP,.047 uf,,,,,L,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,
,,370255,110163,AET,7,,,CAP,CAP,.047 uf,,,,,E,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,
,,370255,110163,AET,8,,,CAP,CAP,.047 uf,,,,,M,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,
,,370255,110163,AET,9,,,CAP,CAP,.047 uf,,,,,F,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,
,,370255,110163,AET,10,,,CAP,CAP,.047 uf,,,,,N,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,
,,370255,110163,AET,11,,,CAP,CAP,.047 uf,,,,,G,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,
,,370255,110163,AET,12,,,CAP,CAP,.047 uf,,,,,P,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,
,,370255,110163,AET,13,,,CAP,CAP,.047 uf,,,,,H,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,
,,370255,110163,AET,14,,,CAP,CAP,.047 uf,,,,,Q,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,
,,370256,116155,DGM,1,T3,SDTDL,-A,+O,NOR,G2,,Y,,,,,,,,,,,,,,,,,,,,"I,O",,,O,O,,,,,,,MUP NO. 1 (MODIFIED)
,,370256,116155,DGM,2,T2,SDTDL,-A,+O,NOR,G1,,Y,,G,,,,,,,G,H,,,,,,,,,"I,O",,,,,,,,,,,,
,,370256,116155,DGM,3,T8,SDTDL,-A,+O,NOR,G4,,Y,,,,,,,,,,,,,,,,,,,,,,"I,O",,,O,O,,,,,
,,370256,116155,DGM,4,T9,SDTDL,-A,+O,NOR,G3,,Y,,F,,,,,,F,,,,,L,,,,,,,,"I,O",,,,,,,,,,
,,370256,116155,DGM,5,T4,SDTDL,-AO,,NOR,,OC,Y,,P,,,,,O,,,,,,,,,P,,,G1,,,,,,,,,,,,
,,370256,116155,DGM,6,T5,SDTDL,-AO,,NOR,,OC,Y,,C,,,C,O,,,,,,,,,,,,,G1,,,,,,,,,,,,
,,370256,116155,DGM,7,T12,SDTDL,-AO,,NOR,,OC,Y,,R,O,,,,,,,,,,,,,,,R,,,G3,,,,,,,,,,
,,370256,116155,DGM,8,T10,SDTDL,-AO,,NOR,,OC,Y,,Q,,O,,,,,,,,,,,,,Q,,,,G3,,,,,,,,,,
,,370258,113941,DGR,1,T2,SDTRL,I,I,NOT,,OC,S,S,A,A,,,,,O,,,,,,,,,,,,,,,,,,,,,,,SDTRL COMPENSATED LOGIC INVERTER
,,370258,113941,DGR,2,R7,SDTRL,L,L,750 Ohm,,,S,S,H,,,,,,,,O,,,,-12,,,,,,,,,,,,,,,,,
,,370258,113941,DGR,3,T9,SDTRL,I,I,NOT,,OC,S,S,L,,,,,,,,,,,L,,,,,O,,,,,,,,,,,,,
,,370258,113941,DGR,4,R5,SDTRL,L,L,750 Ohm,,,S,S,G,,,,,,,O,,,,,-12,,,,,,,,,,,,,,,,,
,,370258,113941,DGR,5,T4,SDTRL,I,I,NOT,,OC,S,S,K,,O,,,,,,,,K,,,,,,,,,,,,,,,,,,,
,,370258,113941,DGR,6,R37,SDTRL,L,L,750 Ohm,,,S,S,E,,,,,O,,,,,,,-12,,,,,,,,,,,,,,,,,
,,370258,113941,DGR,7,T6,SDTRL,I,I,NOT,,,S,S,Q,,,,O,,,,,,,,,,,Q,,,,,,,,,,,,,,
,,370258,113941,DGR,8,T7,SDTRL,I,I,NOT,,,S,S,P,,,C,,,,,,,,,,,P,,,,,,,,,,,,,,,
,,370262,113948,DHE,1,T5,SDTRL,SS,SS,SS,,OC,S,S,B,,B,,,,,,,,K,L,,,P,,,,,,,,,,,,,,,SDTRL - SINGLE SHOT
,,370262,113948,DHE,2,R27,SDTRL,L,L,1K Ohm,,,S,S,C,,,O,,,,,,,,,-12,,,,,,,,,,,,,,,,,
,,370264,116075,DHM,1,,SDTDL,SA,SA,Sense,,,V,Y,A,A,B,,O,,,,,,,,,,,Q,,,,,,,,,,,,,,DRIFT SENSE AMPLIFIER
,,370265,114375,DHL,1,D47,SDTDL,-O,,AND,,,S,Y,"Q,R",,,,,,,,,,,,,,,Q,R,,O,,,,,,,,,,,SDTDL MODIIED DOUBLE LEVEL / LOGIC BLOCK NUMBER 1
,,370265,114375,DHL,2,T12,SDTDL,-A,,NOR,,,Y,S,B,,O,,,,,,,,,,,,,,,G1,,G3,,,,,,,,,,
,,370265,114375,DHL,3,D45,SDTDL,-O,,AND,,,S,Y,"P,L",,,,,,,,,,,L,,,P,,,,O,,,,,,,,,,,
,,370265,114375,DHL,4,D44,SDTDL,-O,,AND,,,S,Y,"R,L",,,,,,,,,,,L,,,,,R,,,,,O,,,,,,,,
,,370265,114375,DHL,5,T8,SDTDL,-A,,NOR,,,Y,S,C,,,O,,,,,,,,,,,,,,,,,G4,,G6,,,,,,,
,,370265,114375,DHL,6,D46,SDTDL,-O,,AND,,,S,Y,"P,Q",,,,,,,,,,,,,,P,Q,,,,,,O,,,,,,,,
,,370265,114375,DHL,7,D27,SDTDL,-O,,AND,,,S,Y,"A,F",A,,,,,F,,,,,,,,,,,,,,,,,,O,,,,,
,,370265,114375,DHL,8,T14,SDTDL,-A,,NOR,,,Y,S,H,,,,,,,,O,,,,,,,,,,,,,,,G7,,G9,,,,
,,370265,114375,DHL,9,D32,SDTDL,-O,,AND,,,S,Y,"E,D",,,,D,E,,,,,,,,,,,,,,,,,,,O,,,,,
,,370265,114375,DHL,10,D30,SDTDL,-O,,AND,,,S,Y,"A,D",A,,,D,,,,,,,,,,,,,,,,,,,,,,,O,,
,,370265,114375,DHL,11,T13,SDTDL,-A,,NOR,,,Y,S,G,,,,,,,O,,,,,,,,,,,,,,,,,,,G10,,G12,
,,370265,114375,DHL,12,D28,SDTDL,-O,,AND,,,S,Y,"E,F",,,,,E,F,,,,,,,,,,,,,,,,,,,,,O,,
,,370369,115990,TAM,1,T6,SDTRL,T,T,Trigger,G2,,S,,A,A,O,,D,E,F,,H,,,,,,,,,,"I,O",,,,,,,,,,,DRIFT-BINARY TRIGGER
,,370369,115990,TAM,2,T2,SDTRL,T,T,Trigger,G1,,S,,C,,,C,,,,,,,K,L,,,O,Q,R,"I,O",,,,,,,,,,,,
,,370414,113144,AJF,1,D34,,L,L,Clamp,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIODE CLAMP CARD
,,370414,113144,AJF,2,D33,,L,L,Clamp,,,,,B,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,370414,113144,AJF,3,D32,,L,L,Clamp,,,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,
,,370414,113144,AJF,4,D31,,L,L,Clamp,,,,,D,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,
,,370414,113144,AJF,5,D30,,L,L,Clamp,,,,,E,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,
,,370414,113144,AJF,6,D29,,L,L,Clamp,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,
,,370414,113144,AJF,7,D27,,L,L,Clamp,,,,,G,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,
,,370414,113144,AJF,8,D25,,L,L,Clamp,,,,,H,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
,,370414,113144,AJF,9,D21,,L,L,Clamp,,,,,K,,,,,,,,,,K,,,,,,,,,,,,,,,,,,,
,,370414,113144,AJF,10,D6,,L,L,Clamp,,,,,L,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,
,,370414,113144,AJF,11,D16,,L,L,Clamp,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,
,,370414,113144,AJF,12,D15,,L,L,Clamp,,,,,Q,,,,,,,,,,,,,,,Q,,,,,,,,,,,,,,
,,370414,113144,AJF,13,D14,,L,L,Clamp,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,
,,370415,113142,DHN,1,T2,,D,D,NOT,,,B,,B,,B,,O,,,,,,,,,,,,,,,,,,,,,,,,,DRIFT STROBE DRIVER
,,370415,113142,DHN,2,T6,,D,D,NOT,,,A,,A,A,,,,O,,,,,,,,,,,,,,,,,,,,,,,,
1410 SMS,II,370502,112429,DHP,1,T11,SDTRL,+A,-O,NAND,,,S,S,D,,,,D,E,F,,,,,,,,,,,,O,,,,,,,,,,,SDTRL MUP 21
,,370502,112429,DHP,2,T9,SDTRL,+A,-O,NAND,,,S,S,C,,,O,,,,,,,,L,,,,,,G1,,O,,G5,,,,,,,,
,,370502,112429,DHP,3,T6,SDTRL,IPA,IPA,NOT,,,S,S,C,,,C,,,,,,,,,,,,,,,G2,,,,DOT,,,,,,,
,,370502,112429,DHP,4,T5,SDTRL,I,I,NOT,,OC,S,S,B,,B,,,,,,,,,,,,,,,,,,,,DOT,,,,,,,
,,370502,112429,DHP,5,T8,SDTRL,+A,-O,NAND,,,S,S,G,,,,,,,G,H,,K,,,,,,,,O,,,,,,,,,,,
,,370502,112429,DHP,6,T14,SDTRL,IP,IP,UNKNOWN,,,S,S,,O,,,,,,,,,,,,,,,,,,DIT,DIT,,,EN,,,,,,
,,370502,112429,DHP,7,T15,SDTRL,IP,IP,NOT,,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,G8,,,,,
,,370502,112429,DHP,8,T16,SDTRL,+A,-O,NAND,,,S,S,,,,,,,,,,,,,,,P,Q,R,,,,,,,O,,,,,,
,,370503,114364,DHQ,1,T4,SDTRL,D,D,EQUAL,,,S,S,B,,B,,,,,O,,,,,,,,,,,,,,,,,,,,,,SDTRL HIGH POWER NON-INVERTING DRIVER
,,370503,114364,DHQ,2,T2,SDTRL,D,D,EQUAL,,,S,S,L,,,,,O,,,,,,L,,,,,,,,,,,,,,,,,,
,,370503,114364,DHQ,3,T3,SDTRL,D,D,EQUAL,,,S,S,F,,,,,,F,,O,,,,,,,,,,,,,,,,,,,,,
,,370503,114364,DHQ,4,T7,SDTRL,D,D,EQUAL,,,S,S,D,,,O,D,,,,,,,,,,,,,,,,,,,,,,,,,
,,370571,,DHR,1,,SDTRL,+A,-O,NAND,,,S,S,E,,,,,E,F,G,,,,,,,,,,,,O,,,,,,,,,,SDTRL UNKNOWN
,,370571,,DHR,2,,SDTRL,+A,-O,NAND,G3,,S,S,H,,,,,,,,H,,,,,,,,,,,"I,O",,,,,,,,,,
,,370571,,DHR,3,,SDTRL,+A,-O,NAND,G2,,S,S,,,,,,,,,,,,,,,,,,G1,"I,O",,O,,,,,,,,,
,,370571,,DHR,4,,SDTRL,+A,-O,NAND,,,S,S,L,,O,,,,,,,,,L,,,,,,,,G3,,,,,,,,,,
,,370571,,DHR,5,,SDTRL,+A,-O,NAND,,,S,S,P,,,,,,,,,,,,,,P,Q,R,,,,,,,O,,,,,,
,,370571,,DHR,6,,SDTRL,+A,-O,NAND,G7,,S,S,D,,,,D,,,,,,,,,,,,,,,,,,,"I,O",,,,,,
,,370571,,DHR,7,,SDTRL,+A,-O,NAND,G6,,S,S,,,,,,,,,,,,,,,,,,,,,,G5,"I,O",,O,,,,,
,,370571,,DHR,8,,SDTRL,+A,-O,NAND,,,S,S,K,O,,,,,,,,,K,,,,,,,,,,,,,G7,,,,,,
,,370823,117802,TFK,1,,SDTRL,OSC,OSC,1.5 MC,,,,S,,O,,,,,,,,,,,,,,Q,,,,,,,,,,,,,,SDTRL - 1.5 MC CRYSTAL OSCILLATOR
,,370888,113654,TFY,1,T2,SDTRL,+A,-O,NAND,,OC,S,S,A,A,O,,,,,,,,,L,,,,,,,,,,,,,,,,,,SDTRL MUP NUMBER 8-A
,,370888,113654,TFY,2,T6,SDTRL,+A,-O,NAND,,OC,S,S,P,,,,O,,,,,,,L,,,P,,,,,,,,,,,,,,,
,,370888,113654,TFY,3,T3,SDTRL,+A,-O,NAND,,OC,S,S,H,,,,,,,O,H,,,L,,,,,,,,,,,,,,,,,,
,,370888,113654,TFY,4,T5,SDTRL,+A,-O,NAND,,OC,S,S,Q,,,,,O,,,,,,L,,,,Q,,,,,,,,,,,,,,
,,370888,113654,TFY,5,T7,SDTRL,I,I,NOT,,,S,S,K,,,O,,,,,,,K,,,,,,,,,,,,,,,,,,,
,,370888,113654,TFY,6,T4,SDTRL,+A,-O,NAND,,OC,S,S,R,,,,,,O,,,,,,,,,,R,,,,,,,,,,,,,
,,370890,114255,DMN,1,,DDTL,+A,,AND,,,B,B,E,,,,,E,F,,,,,,,,,,,,O,,,,,,,,,,,DDTL-DL4 LOW POWER INVERTERS
,,370890,114255,DMN,2,,DDTL,,+OIP,NOR,,,B,B,C,,,O,,,,,,,,,,,,,,G1,,G3,,,,,,,,,,
,,370890,114255,DMN,3,,DDTL,+A,,AND,,,B,B,D,,,,D,,,,,,,,M,,,,,,O,,,,,,,,,,,
,,370890,114255,DMN,4,,DDTL,+A,,AND,,,B,B,G,,,,,,,G,H,,,,,,,,,,,,,O,,,,,,,,
,,370890,114255,DMN,5,,DDTL,-A,+OIP,NOR,,,B,B,A,O,,,,,,,,,,,,,,,,,,,G4,,G6,,,,,,,
,,370890,114255,DMN,6,,DDTL,+A,,AND,,,B,B,P,,,,,,,,,,,,,,P,Q,,,,,,O,,,,,,,,
,,370890,114255,DMN,7,,DDTL,IP,IP,NOT,,,B,B,K,,O,,,,,,,,K,,,,,,,,,,,,,,,,,,,
,,370891,114255,DMP,1,T5,DDTL,IP,IP,NOT,,,B,B,M,,,,,,,,,,O,,M,,,,,,,,,,,,,,,,,"DDTL-SL4, LOW POWER INVERTERS"
,,370891,114255,DMP,2,T8,DDTL,+A,-O,NAND,,,B,B,C,O,,C,,,,,H,,,,,,P,Q,,,,,,,,,,,,,,
